practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture1,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.062486600130796,None,space,24.002608000067994,14.062486600130796,None,,,,,,,1,001,2019_Dec_12_1111,FoodRegPavlovia,3.2.4,59.98397227229475,
,,,,,,,,,,,,,,,,,,,38.11998370010406,43.11974709993228,43.11974709993228,None,45.16676430008374,None,,,,,,,
