CueType,rows,CueType2,Picture,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,8.297397799789906,None,space,6.561029100092128,8.297397799789906,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REACT,0010:0015,REGULATE,FoodPics\F4H\breadtwists.jpg,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,14.911950799869373,19.917853499995545,19.900121899787337,None,21.96845279983245,None,29.930553999962285,None,None,None,0.009813199983909726,None,29.930553999962285,None,34.89601199980825,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REACT,0010:0015,REGULATE,FoodPics\F4H\banana.jpg,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,36.95399309997447,None,44.88764879992232,49.858630899805576,None,None,0.015746100107207894,None,44.88764879992232,None,49.891641799826175,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REACT,0010:0015,REGULATE,FoodPics\F4H\bagels.jpg,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,51.95190149988048,None,59.883344899863005,64.85433839983307,None,None,0.015618899837136269,None,59.883344899863005,None,64.88761659990996,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REACT,0010:0015,REGULATE,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8892341000028,None,space,12.801168899983168,66.8892341000028,None,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REGULATE,004:0014,REACT,FoodPics\F4H\chips2.jpg,,,,,,,,,0,0,0,0,0,0,0,8,,,,,,,79.73088379995897,84.73743779980578,84.72056749998592,None,86.78175219986588,None,94.7290738997981,99.69995749997906,None,None,0.015691300155594945,None,94.7290738997981,None,99.73330629989505,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REGULATE,004:0014,REACT,FoodPics\F4H\chips3.jpg,,,,,,,,,0,0,0,0,0,1,1,9,,,,,,,,,,,101.79244739981368,None,109.72483529988676,114.69553929986432,None,None,0.01572569995187223,None,109.72483529988676,None,114.72918859985657,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REGULATE,004:0014,REACT,FoodPics\F4H\cheesepuffs.jpg,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,116.78812179993838,None,124.72063210001215,129.69141199998558,None,None,0.015729500213637948,None,124.72063210001215,None,129.72459109988995,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REGULATE,004:0014,REACT,FoodPics\F4H\chocballs.jpg,,,,,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,131.9599677999504,None,139.73310589999892,144.7038224998396,None,None,0.015792999882251024,None,139.73310589999892,None,144.72400429984555,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REGULATE,004:0014,REACT,FoodPics\F4H\chickenkebab.jpg,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,146.78405179991387,None,154.72869319980964,159.69967779982835,None,None,0.01577999978326261,None,154.72869319980964,None,159.73287549987435,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REGULATE,004:0014,REACT,FoodPics\F4H\cheese.jpg,,,,,,,,,0,0,0,0,0,5,5,1,,,,,,,,,,,161.80882409983315,None,169.7248561999295,174.69522649981081,None,None,0.015730399871245027,None,169.7248561999295,None,174.7287753999699,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
REGULATE,004:0014,REACT,FoodPics\F4H\chickennuggs.jpg,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,176.788929999806,None,184.72046669991687,189.69110079994425,None,None,0.015546299982815981,None,184.72046669991687,None,189.72440039995126,None,,,,,,,1,001,2019_Dec_12_1625,FoodRegPavlovia,3.2.4,60.16163027599681,
